"Product","Category","Cost_Price","Sale_Price","Brand","Description","Image_url","Date","Customer_Type","Country","Discount_Band","Units_Sold","Revenue","Total_cost","Month","Year","Month (1)","Discount_Band (1)","Discount","Discounted_Revenue"
"MV7","Dynamic Microphone","$174.00","$199.00","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2023-06-01","Small Business","United States of America"," Medium ",10,"$1,990.00","$1,740.00","June","2023","June","medium",4,"$1,910.40"
"Scarlett 2i2","Audio Interface","$118.00","$169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-06-01","Small Business","United States of America"," Medium ",10,"$1,690.00","$1,180.00","June","2023","June","medium",4,"$1,622.40"
"Arctis 7P+","Wireless Gaming Headset","$104.00","$149.00","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2023-06-01","Government","France"," None ",19,"$2,831.00","$1,976.00","June","2023","June","none",0,"$2,831.00"
"QuadCast S","Streaming Microphone","$97.00","$139.00","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2023-06-01","Education","Germany"," None ",9,"$1,251.00","$873.00","June","2023","June","none",0,"$1,251.00"
"QuadCast S","Streaming Microphone","$97.00","$139.00","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2023-06-01","Education","France"," None ",22,"$3,058.00","$2,134.00","June","2023","June","none",0,"$3,058.00"
"AudioBox USB 96 Studio","Recording Bundle","$90.00","$199.00","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2023-06-01","Creator","Germany"," None ",16,"$3,184.00","$1,440.00","June","2023","June","none",0,"$3,184.00"
"AudioBox USB 96 Studio","Recording Bundle","$90.00","$199.00","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2023-06-01","Government","Germany"," None ",10,"$1,990.00","$900.00","June","2023","June","none",0,"$1,990.00"
"Scarlett 2i2","Audio Interface","$118.00","$169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-06-01","Government","Germany"," None ",10,"$1,690.00","$1,180.00","June","2023","June","none",0,"$1,690.00"
"Scarlett 2i2","Audio Interface","$118.00","$169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-06-01","Creator","Canada"," None ",25,"$4,225.00","$2,950.00","June","2023","June","none",0,"$4,225.00"
"NT1-A","Condenser Microphone","$160.00","$229.00","Rode","A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.","https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png","2023-06-01","Education","Mexico"," None ",25,"$5,725.00","$4,000.00","June","2023","June","none",0,"$5,725.00"
"NT1-A","Condenser Microphone","$160.00","$229.00","Rode","A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.","https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png","2023-06-01","Creator","Germany"," None ",16,"$3,664.00","$2,560.00","June","2023","June","none",0,"$3,664.00"
"NT1-A","Condenser Microphone","$160.00","$229.00","Rode","A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.","https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png","2023-06-01","Government","France"," None ",19,"$4,351.00","$3,040.00","June","2023","June","none",0,"$4,351.00"
"NT1-A","Condenser Microphone","$160.00","$229.00","Rode","A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.","https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png","2023-06-01","Creator","Canada"," None ",25,"$5,725.00","$4,000.00","June","2023","June","none",0,"$5,725.00"
"MV7","Dynamic Microphone","$174.00","$199.00","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2023-06-01","Education","Mexico"," None ",25,"$4,975.00","$4,350.00","June","2023","June","none",0,"$4,975.00"
"MV7","Dynamic Microphone","$174.00","$199.00","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2023-06-01","Education","Germany"," None ",9,"$1,791.00","$1,566.00","June","2023","June","none",0,"$1,791.00"
"MV7","Dynamic Microphone","$174.00","$199.00","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2023-06-01","Education","France"," None ",22,"$4,378.00","$3,828.00","June","2023","June","none",0,"$4,378.00"
"NT1-A","Condenser Microphone","$160.00","$229.00","Rode","A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.","https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png","2022-06-01","Enterprise","Canada"," None ",24,"$5,496.00","$3,840.00","June","2022","June","none",0,"$5,496.00"
"AudioBox USB 96 Studio","Recording Bundle","$90.00","$199.00","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2022-06-01","Enterprise","Canada"," None ",30,"$5,970.00","$2,700.00","June","2022","June","none",0,"$5,970.00"
"Scarlett 2i2","Audio Interface","$118.00","$169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-03-01","Government","France"," High ",20,"$3,380.00","$2,360.00","March","2023","March","high",15,"$2,873.00"
"NT1-A","Condenser Microphone","$160.00","$229.00","Rode","A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.","https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png","2022-03-01","Enterprise","United States of America"," High ",26,"$5,954.00","$4,160.00","March","2022","March","high",15,"$5,060.90"
"MV7","Dynamic Microphone","$174.00","$199.00","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2022-03-01","Education","Canada"," High ",13,"$2,587.00","$2,262.00","March","2022","March","high",15,"$2,198.95"
"MV7","Dynamic Microphone","$174.00","$199.00","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2022-03-01","Government","Mexico"," High ",25,"$4,975.00","$4,350.00","March","2022","March","high",15,"$4,228.75"
"QuadCast S","Streaming Microphone","$97.00","$139.00","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2022-03-01","Government","Canada"," High ",9,"$1,251.00","$873.00","March","2022","March","high",15,"$1,063.35"
"Arctis 7P+","Wireless Gaming Headset","$104.00","$149.00","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2022-03-01","Education","United States of America"," High ",22,"$3,278.00","$2,288.00","March","2022","March","high",15,"$2,786.30"
